age,gender,income,loan_amount,pin_code,employment_type,credit_score,outcome
33,M,140821,1135790,400001,salaried,787,APPROVED
32,M,124752,1118034,400002,salaried,699,APPROVED
36,M,143870,1137997,845406,self_employed,794,APPROVED
36,F,25913,1157943,500002,salaried,795,APPROVED
52,M,78957,1419926,600002,salaried,673,APPROVED
27,M,91240,215720,110001,self_employed,604,REJECTED
50,F,102359,710927,600002,self_employed,666,REJECTED
44,M,12071,636742,110044,informal,812,REJECTED
60,M,55216,1419014,845406,self_employed,843,APPROVED
57,M,28975,1105222,221002,salaried,559,REJECTED
28,F,46645,304705,226001,salaried,613,APPROVED
31,M,11125,1195350,110002,informal,669,REJECTED
23,M,61727,992827,500001,self_employed,699,APPROVED
41,M,149656,1016734,400002,salaried,711,APPROVED
46,M,15120,1257310,110043,salaried,503,REJECTED
23,M,52025,822385,600002,salaried,576,REJECTED
31,M,40865,829023,226002,salaried,691,APPROVED
29,M,35478,542411,226001,informal,569,APPROVED
35,F,129811,449672,110043,self_employed,555,REJECTED
33,F,31184,1072531,110002,salaried,590,APPROVED
37,F,48336,725485,241001,informal,846,APPROVED
46,F,49873,1088779,500001,informal,564,REJECTED
54,F,67963,445138,241001,informal,786,REJECTED
61,F,143904,604740,560001,salaried,675,REJECTED
58,M,146604,405641,560002,self_employed,586,APPROVED
43,M,39721,418708,600001,self_employed,691,APPROVED
35,M,96576,1406240,845406,salaried,730,REJECTED
28,F,112530,457443,560001,informal,659,REJECTED
46,F,48633,790944,110043,self_employed,615,REJECTED
55,M,141542,621531,110002,informal,631,REJECTED
34,M,58760,850628,560001,salaried,751,APPROVED
61,F,64295,1186032,845401,salaried,719,APPROVED
45,M,50013,1490368,845406,informal,534,APPROVED
24,Other,121594,1163842,600001,salaried,550,APPROVED
22,F,110266,163514,600002,salaried,521,APPROVED
22,Other,28807,1409770,560001,salaried,749,APPROVED
41,M,133256,913025,600001,self_employed,727,APPROVED
33,F,108212,440909,560001,self_employed,601,APPROVED
53,M,145397,834146,110043,informal,763,REJECTED
35,F,47509,1391811,560001,salaried,730,APPROVED
60,Other,74880,212580,221001,salaried,772,APPROVED
60,Other,81866,320394,560001,salaried,789,APPROVED
62,F,101410,1065510,560002,self_employed,592,REJECTED
50,F,108126,1321992,221002,self_employed,515,REJECTED
34,F,133096,310970,400002,salaried,737,APPROVED
35,M,75000,600000,400001,salaried,740,APPROVED
28,M,34312,846765,110002,salaried,676,APPROVED
55,M,75906,1210198,500002,informal,505,REJECTED
31,M,28719,175070,845406,salaried,657,APPROVED
62,M,62796,620133,226001,informal,746,APPROVED
39,F,128155,427255,110043,self_employed,794,REJECTED
52,M,66304,985673,241001,salaried,846,APPROVED
57,F,119614,887614,560001,salaried,560,APPROVED
37,M,113087,841275,400002,informal,742,APPROVED
48,M,147618,692663,500001,self_employed,618,APPROVED
31,M,139845,1155783,560002,self_employed,768,APPROVED
42,M,81570,851889,226001,salaried,726,APPROVED
29,M,41441,981984,110001,informal,752,APPROVED
52,M,134649,1173038,110043,self_employed,582,REJECTED
37,M,84690,1498033,221002,salaried,837,REJECTED
35,F,29660,369608,560002,self_employed,754,APPROVED
35,F,122740,996979,600001,informal,711,APPROVED
28,M,25889,894358,400001,self_employed,555,APPROVED
25,F,96414,1455119,600001,salaried,681,REJECTED
55,F,20752,254187,110044,informal,826,APPROVED
31,F,48642,1034662,226002,salaried,675,APPROVED
61,M,84692,991470,500002,salaried,622,APPROVED
60,M,37818,535856,110001,self_employed,572,APPROVED
61,F,36704,1229591,600002,salaried,553,APPROVED
24,F,81837,217970,500001,informal,751,APPROVED
38,M,20351,1067752,241001,self_employed,786,APPROVED
22,M,144757,264696,221002,salaried,679,APPROVED
27,M,84392,1130981,560001,self_employed,817,APPROVED
34,M,107994,377137,560002,informal,543,APPROVED
35,M,144308,288692,845406,salaried,556,APPROVED
58,F,90962,1226595,400001,self_employed,829,APPROVED
30,F,135226,198537,500001,salaried,545,REJECTED
56,F,104024,176982,110044,salaried,597,REJECTED
40,M,18570,626408,845401,salaried,647,APPROVED
36,M,38870,733948,110044,salaried,621,REJECTED
62,F,82695,1143244,560002,self_employed,622,APPROVED
50,F,100505,1410542,600002,salaried,601,REJECTED
53,M,83542,725097,226001,informal,747,APPROVED
50,M,35666,156091,400002,self_employed,776,APPROVED
44,M,34396,1301841,221002,self_employed,666,REJECTED
50,F,101641,105931,845401,salaried,702,APPROVED
47,M,119391,629332,110002,salaried,521,APPROVED
31,M,26219,994815,600001,salaried,675,REJECTED
34,M,77987,907299,241001,salaried,819,APPROVED
57,F,111944,548273,560002,self_employed,647,APPROVED
53,F,33079,321383,241001,self_employed,824,APPROVED
24,M,62978,244204,110044,salaried,512,REJECTED
30,Other,65408,152094,600002,informal,644,APPROVED
25,M,97427,560800,400001,informal,789,APPROVED
53,F,50579,448244,600001,salaried,529,APPROVED
51,M,54774,641936,226001,informal,809,APPROVED
44,M,87232,656514,500001,salaried,805,APPROVED
54,M,132688,622180,560001,salaried,557,APPROVED
51,M,142415,882448,110044,self_employed,563,REJECTED
24,M,86170,805424,241001,informal,660,APPROVED
51,M,134087,118382,560002,self_employed,786,APPROVED
23,F,60627,885643,560002,salaried,535,REJECTED
40,Other,104800,1260795,226002,salaried,535,APPROVED
60,M,134919,58974,400001,informal,844,APPROVED
47,F,27880,1402944,845406,self_employed,741,REJECTED
48,M,88026,708393,221002,self_employed,732,REJECTED
22,M,67121,1262806,845406,salaried,716,APPROVED
34,Other,51774,621918,221001,salaried,632,REJECTED
52,F,37406,669566,221001,salaried,543,APPROVED
49,M,62290,892049,110043,salaried,662,APPROVED
40,M,110702,1340540,221001,salaried,581,REJECTED
59,M,88421,1389951,110044,informal,628,APPROVED
23,M,16926,932730,500002,salaried,571,APPROVED
55,M,144722,707161,273001,informal,659,REJECTED
51,F,83864,850844,500002,self_employed,714,REJECTED
49,M,138902,241349,273001,self_employed,709,APPROVED
41,M,118293,163376,600001,informal,577,APPROVED
24,F,11405,581957,600002,self_employed,695,APPROVED
27,F,111587,437724,110001,salaried,695,APPROVED
51,F,99301,230094,500002,salaried,596,APPROVED
37,M,95798,960685,845401,self_employed,802,REJECTED
41,M,120328,1437611,400001,salaried,766,APPROVED
36,F,109562,1483424,600001,self_employed,742,APPROVED
30,M,56409,1289062,226001,self_employed,823,REJECTED
45,M,77558,771714,110044,salaried,562,APPROVED
31,M,33710,727492,110001,informal,593,REJECTED
51,M,41553,1136754,241001,self_employed,504,APPROVED
30,M,47400,844402,560001,self_employed,636,APPROVED
51,F,30644,1362718,241001,salaried,618,REJECTED
61,F,24304,74421,226002,self_employed,580,REJECTED
29,F,107832,1124844,500002,self_employed,508,REJECTED
35,Other,114939,436388,110043,informal,503,REJECTED
23,F,140294,875533,500001,informal,779,REJECTED
38,M,106845,540772,400002,salaried,605,APPROVED
39,M,143034,501110,845406,informal,709,APPROVED
30,M,74210,904835,273001,self_employed,840,APPROVED
31,M,147994,635986,400002,self_employed,540,APPROVED
57,M,53287,605864,226001,self_employed,810,APPROVED
58,M,133907,559602,600002,informal,708,APPROVED
52,F,36333,857106,110043,salaried,599,REJECTED
25,M,12015,478706,273001,salaried,608,REJECTED
40,M,63973,538719,500001,salaried,768,APPROVED
57,M,101687,771942,600002,salaried,632,APPROVED
48,F,106749,172264,226002,informal,636,REJECTED
56,F,138009,435976,241001,informal,777,REJECTED
45,M,39855,1232480,110043,salaried,779,APPROVED
52,M,30164,807333,845406,salaried,626,REJECTED
29,M,67561,291566,845401,salaried,518,APPROVED
29,F,82704,1243493,110043,self_employed,587,REJECTED
39,F,23199,1113107,110044,salaried,829,APPROVED
56,M,40897,658309,845401,salaried,650,APPROVED
30,F,74463,853597,110044,salaried,754,APPROVED
35,M,100459,163929,560001,self_employed,559,APPROVED
45,M,20907,975612,226002,self_employed,717,APPROVED
50,F,89355,819515,560002,informal,649,REJECTED
33,F,82084,636897,845401,salaried,576,APPROVED
35,M,134705,1001558,560002,salaried,540,APPROVED
55,M,129796,362351,500002,self_employed,763,APPROVED
54,M,26453,415946,500001,self_employed,680,APPROVED
50,M,144601,475765,500001,informal,596,APPROVED
48,M,27159,1065381,226002,salaried,824,APPROVED
48,M,67787,992059,600001,self_employed,503,REJECTED
60,F,62143,370527,600001,salaried,582,APPROVED
51,F,44382,665291,273001,self_employed,699,REJECTED
35,F,19609,1206776,600002,salaried,776,APPROVED
56,F,61152,63977,226002,self_employed,513,REJECTED
41,M,33518,879014,400002,self_employed,571,REJECTED
43,M,49345,389998,241001,informal,591,REJECTED
60,F,84102,675949,600002,self_employed,746,APPROVED
62,F,66975,471294,600001,salaried,648,APPROVED
49,M,36329,1143238,400001,salaried,785,APPROVED
34,F,145905,808706,400001,self_employed,755,APPROVED
30,M,52186,1274707,845406,informal,502,REJECTED
52,M,94830,570192,241001,salaried,696,APPROVED
47,M,73290,665287,241001,salaried,672,APPROVED
61,F,102488,554499,221001,self_employed,595,REJECTED
57,M,22506,885509,110001,salaried,583,APPROVED
55,Other,28240,227792,221001,salaried,705,REJECTED
29,M,17695,752569,845406,informal,639,REJECTED
32,M,39030,320821,500001,self_employed,744,APPROVED
50,M,138330,924349,500001,informal,573,APPROVED
53,M,134192,612740,226001,self_employed,826,REJECTED
43,M,35532,659383,221002,self_employed,669,REJECTED
30,M,53054,1149701,110044,self_employed,742,APPROVED
43,M,138497,803403,560001,informal,584,REJECTED
40,M,26938,668086,226001,salaried,520,APPROVED
43,F,54074,210179,560002,self_employed,558,APPROVED
42,F,96320,1275420,221002,self_employed,620,REJECTED
56,M,69540,237808,500002,salaried,687,APPROVED
60,M,108754,373491,560001,salaried,819,APPROVED
28,M,96155,104446,226001,salaried,848,APPROVED
42,M,80564,458994,500002,informal,650,REJECTED
29,F,101206,788165,600002,informal,816,APPROVED
53,M,83662,806216,241001,informal,644,REJECTED
47,M,112992,262450,500001,salaried,637,APPROVED
51,F,30027,294455,500001,informal,508,REJECTED
49,M,37243,481131,560002,self_employed,722,APPROVED
41,F,92444,116329,221002,salaried,544,REJECTED
38,M,88876,239268,110043,informal,620,APPROVED
58,M,67497,232976,600001,salaried,501,APPROVED
32,F,128940,56805,110043,informal,634,REJECTED
32,Other,72365,295193,560001,salaried,662,APPROVED
29,M,33703,380543,845406,informal,655,REJECTED
45,F,96901,916952,241001,salaried,627,REJECTED
25,Other,30083,168813,845401,salaried,592,APPROVED
55,F,84429,498233,560001,salaried,782,APPROVED
34,M,86330,971811,221001,salaried,655,REJECTED
42,M,74355,231745,110001,salaried,730,APPROVED
37,F,19629,444419,400001,salaried,610,REJECTED
45,Other,123062,196745,560002,informal,669,APPROVED
35,M,69097,722061,600002,salaried,636,APPROVED
23,M,19710,761532,500002,salaried,521,APPROVED
34,M,62881,1388798,845406,informal,623,APPROVED
62,M,84251,1351023,500001,informal,550,REJECTED
52,M,141763,89141,560002,salaried,772,APPROVED
43,M,24368,1129480,600002,informal,845,APPROVED
52,F,31000,300000,221001,self_employed,658,APPROVED
34,M,17747,1173977,221002,salaried,762,REJECTED
30,F,148037,976734,400002,self_employed,757,REJECTED
56,M,100812,1383666,845401,informal,504,REJECTED
25,F,58454,360915,560002,salaried,678,APPROVED
25,M,89711,1009515,600002,self_employed,795,APPROVED
23,F,24503,226013,500002,salaried,652,REJECTED
40,M,135915,468748,221002,salaried,605,APPROVED
61,M,146986,929952,400001,salaried,576,APPROVED
54,M,114842,454864,500001,salaried,601,APPROVED
31,M,10743,631487,110002,informal,574,REJECTED
36,M,27668,115877,221001,informal,536,REJECTED
41,M,116626,985292,560001,salaried,825,APPROVED
48,F,93869,618869,845401,informal,792,APPROVED
44,F,87539,551350,560001,self_employed,546,APPROVED
57,M,57990,1475460,845406,informal,835,APPROVED
23,M,93542,918305,241001,informal,655,APPROVED
44,M,130250,1445114,273001,salaried,553,APPROVED
49,F,31159,659856,845401,salaried,742,REJECTED
27,F,47048,895561,560002,self_employed,742,APPROVED
51,M,149756,767911,241001,self_employed,846,APPROVED
25,F,86481,1359287,600002,salaried,748,APPROVED
30,F,27052,317241,273001,salaried,791,REJECTED
61,M,43812,974482,110043,salaried,819,REJECTED
27,F,12128,1332389,110002,informal,706,REJECTED
55,M,38656,997093,400001,self_employed,521,REJECTED
41,M,132369,402432,400002,informal,559,APPROVED
60,M,117561,719828,560001,self_employed,568,APPROVED
39,M,114301,515762,600001,informal,565,APPROVED
37,M,99040,1012274,226001,self_employed,800,REJECTED
58,F,38560,1398088,226001,salaried,573,REJECTED
62,M,109664,359908,600001,informal,624,APPROVED
53,M,53746,821097,400001,salaried,552,REJECTED
24,F,87308,92106,221002,salaried,553,APPROVED
55,M,147128,1493347,110002,self_employed,548,APPROVED
34,Other,109032,1389521,221002,salaried,640,REJECTED
57,F,62303,681373,110043,salaried,652,REJECTED
62,F,103905,182814,500002,informal,703,APPROVED
57,M,78904,547316,560001,salaried,813,APPROVED
60,F,71299,784710,600001,salaried,841,APPROVED
40,M,12143,275437,500002,salaried,635,APPROVED
53,M,33831,148810,600001,informal,578,APPROVED
28,F,85978,1488391,226002,salaried,544,APPROVED
22,M,50376,600873,400001,salaried,827,APPROVED
26,F,53891,1116640,600002,salaried,830,APPROVED
59,M,55521,319236,560001,salaried,836,APPROVED
55,F,47788,1228702,845401,self_employed,753,APPROVED
49,M,137716,1411429,241001,salaried,787,APPROVED
43,M,27331,1288743,226002,informal,545,APPROVED
25,M,120640,771034,226002,salaried,602,APPROVED
48,M,134472,1251068,226002,informal,743,APPROVED
45,M,128889,845606,273001,salaried,590,APPROVED
49,F,45096,583762,400002,self_employed,619,REJECTED
61,F,67821,182351,273001,informal,718,APPROVED
53,M,22290,772290,600001,informal,843,APPROVED
44,F,134735,1448123,500001,self_employed,707,REJECTED
49,M,64981,778375,500002,informal,833,APPROVED
52,M,72484,764713,221002,informal,670,REJECTED
52,M,92361,422532,560002,informal,663,APPROVED
51,M,90176,1001274,110043,salaried,787,APPROVED
57,M,15633,133366,500002,salaried,771,APPROVED
58,M,80082,1128806,110001,informal,847,APPROVED
42,F,139576,1402640,500001,self_employed,546,APPROVED
58,M,146980,297104,221001,self_employed,692,REJECTED
57,M,124547,539407,500001,salaried,559,APPROVED
29,M,131292,826954,400001,informal,727,APPROVED
53,M,87490,594056,221001,informal,707,APPROVED
29,F,32422,177269,600002,informal,693,APPROVED
47,M,135488,1429051,273001,salaried,539,APPROVED
24,M,102421,1339437,226001,informal,640,REJECTED
57,M,36893,1131940,110002,informal,645,APPROVED
27,F,37883,323647,110043,self_employed,808,APPROVED
35,F,113668,376403,845406,salaried,722,APPROVED
62,M,81651,994872,400001,self_employed,682,APPROVED
37,F,139731,859260,221001,salaried,755,REJECTED
33,M,100485,1471474,110043,informal,772,APPROVED
59,M,100191,500612,600001,salaried,798,APPROVED
49,F,67248,1337580,226002,self_employed,726,REJECTED
38,M,112538,1017014,221002,informal,623,REJECTED
33,M,137808,494847,110002,salaried,632,APPROVED
55,M,117687,908644,500002,informal,537,APPROVED
40,F,38885,67479,110002,self_employed,850,APPROVED
29,M,13320,337753,560001,self_employed,583,APPROVED
28,M,45203,604625,110001,salaried,554,APPROVED
27,F,136416,1432846,400002,salaried,808,APPROVED
43,M,109585,741099,110043,salaried,720,REJECTED
37,M,70826,242918,221001,self_employed,616,APPROVED
33,M,51430,110954,226002,self_employed,559,APPROVED
49,M,116133,137716,560002,self_employed,694,APPROVED
45,Other,56925,72381,500001,salaried,684,APPROVED
42,F,74794,161692,241001,self_employed,643,REJECTED
45,F,92924,948225,273001,salaried,660,APPROVED
62,F,23096,694533,241001,informal,549,REJECTED
23,F,44222,1001490,110043,self_employed,683,APPROVED
29,F,89984,993847,110044,self_employed,669,APPROVED
26,M,49956,265956,560002,self_employed,643,APPROVED
45,M,98889,1219858,500001,informal,573,APPROVED
59,M,50421,409033,560001,self_employed,809,APPROVED
48,M,102083,168382,110044,self_employed,626,APPROVED
35,M,55458,1045877,226002,salaried,784,APPROVED
46,F,97269,1163420,400002,salaried,718,APPROVED
29,F,20766,778139,273001,self_employed,838,APPROVED
27,M,34448,103771,560002,salaried,821,APPROVED
39,M,24725,788076,110001,self_employed,658,APPROVED
47,M,145164,633481,400002,self_employed,688,APPROVED
24,M,131387,1345512,226002,informal,529,APPROVED
27,F,11664,65149,226001,salaried,545,REJECTED
56,F,66079,836564,600002,informal,630,APPROVED
34,M,79543,1035903,560002,salaried,595,APPROVED
40,M,112231,1340948,226002,self_employed,600,APPROVED
50,F,12987,606190,110002,salaried,534,APPROVED
38,M,73265,687412,600002,self_employed,758,APPROVED
27,M,117381,862090,110044,salaried,702,APPROVED
37,F,86461,597337,241001,informal,701,REJECTED
28,F,18000,150000,241001,informal,612,APPROVED
53,F,62612,290561,400001,salaried,578,APPROVED
43,F,45197,633273,500002,salaried,520,APPROVED
41,M,128893,203035,500001,self_employed,580,APPROVED
52,F,131332,983983,110044,salaried,656,APPROVED
23,F,40236,597807,110002,salaried,635,APPROVED
39,F,88249,521580,845401,informal,652,REJECTED
31,M,77646,812208,845401,salaried,840,APPROVED
43,M,131233,918122,600001,informal,528,REJECTED
55,M,147035,1328854,226001,salaried,690,REJECTED
31,M,127944,827968,600002,salaried,539,APPROVED
62,M,72799,1133409,110043,informal,813,REJECTED
56,F,61493,602043,560001,self_employed,820,APPROVED
32,F,131178,845775,560002,salaried,827,APPROVED
58,M,60636,418039,110001,self_employed,827,APPROVED
32,M,45317,1370241,273001,self_employed,793,APPROVED
50,M,124355,93635,110002,salaried,598,APPROVED
46,M,93010,1364493,600001,self_employed,749,APPROVED
34,M,32568,681070,600001,informal,575,APPROVED
45,F,75638,222848,400002,salaried,832,APPROVED
29,F,40573,223302,221001,salaried,828,APPROVED
55,F,147176,765999,600001,salaried,567,APPROVED
60,M,75769,1476058,110001,salaried,679,APPROVED
31,M,71075,201065,600001,salaried,572,APPROVED
23,M,41288,631366,845401,self_employed,534,REJECTED
61,F,64318,642355,560001,self_employed,544,REJECTED
58,Other,127677,1478440,500002,informal,789,APPROVED
38,F,46603,567215,560001,self_employed,775,APPROVED
59,F,47798,885287,845401,informal,653,APPROVED
55,F,72434,930417,845401,self_employed,530,REJECTED
45,F,67861,1320776,400001,self_employed,506,REJECTED
44,M,91325,1425846,241001,self_employed,700,APPROVED
37,M,51400,624150,221001,informal,775,APPROVED
29,F,90450,1242107,400001,self_employed,635,REJECTED
23,M,104425,145953,110044,informal,666,REJECTED
52,M,115281,943960,400001,self_employed,751,APPROVED
41,M,125559,119970,221001,self_employed,567,APPROVED
27,M,102910,954865,226002,salaried,703,APPROVED
23,M,48505,815972,560001,salaried,625,APPROVED
31,M,117562,511909,400001,self_employed,572,APPROVED
39,F,135378,1373464,221002,informal,753,APPROVED
32,M,82377,1276198,221001,salaried,624,APPROVED
25,F,38544,924422,221002,informal,582,REJECTED
29,F,131348,732367,500002,self_employed,727,APPROVED
42,F,93917,465551,110043,salaried,752,APPROVED
31,M,33614,1123123,500002,salaried,551,REJECTED
58,Other,44549,244859,500002,informal,739,APPROVED
42,M,145384,1271316,400002,salaried,684,APPROVED
23,F,50206,835185,221001,informal,765,REJECTED
54,F,45294,1096119,600002,salaried,524,APPROVED
39,F,41907,1476427,110043,self_employed,753,APPROVED
34,M,39337,83313,221001,self_employed,596,REJECTED
52,M,50975,1112595,500002,salaried,634,APPROVED
29,F,16000,120000,273001,informal,601,REJECTED
26,F,98535,953076,400001,salaried,616,APPROVED
32,M,47097,658586,600002,self_employed,604,REJECTED
59,Other,21827,318850,221001,informal,678,REJECTED
62,M,60496,830438,845406,self_employed,831,REJECTED
58,Other,146029,595470,500001,salaried,695,APPROVED
44,M,27357,363115,110044,salaried,515,APPROVED
30,M,94302,497179,600001,informal,803,APPROVED
61,M,17069,876320,560001,self_employed,839,APPROVED
38,M,89173,1302081,400002,salaried,788,APPROVED
55,M,122448,531267,221001,informal,746,REJECTED
22,F,68659,579301,600002,self_employed,656,REJECTED
38,F,64205,530683,845401,salaried,627,REJECTED
52,F,106400,696282,110002,salaried,810,APPROVED
61,M,24957,563418,400001,self_employed,787,APPROVED
46,M,42830,951185,500001,self_employed,781,APPROVED
54,M,111934,325602,500001,salaried,555,APPROVED
30,M,122738,354406,600001,self_employed,789,APPROVED
56,F,102177,351397,400002,salaried,765,APPROVED
26,M,129977,127560,241001,salaried,522,REJECTED
36,F,55826,207543,600001,salaried,568,APPROVED
27,M,48096,1039160,400001,informal,722,APPROVED
27,M,75061,298410,110001,self_employed,713,APPROVED
26,M,24226,423276,221002,informal,785,APPROVED
28,M,38888,554496,226001,salaried,735,APPROVED
36,F,36669,641007,400002,salaried,815,APPROVED
36,F,102358,509285,110001,self_employed,817,APPROVED
43,M,129332,347446,241001,informal,841,APPROVED
30,M,19358,454944,560002,salaried,803,APPROVED
61,F,46499,483312,560001,informal,530,REJECTED
43,M,89384,890150,110002,salaried,831,APPROVED
50,M,145679,996835,110002,salaried,615,APPROVED
42,M,71797,724943,500002,self_employed,747,APPROVED
31,M,34716,129138,600002,self_employed,579,APPROVED
41,F,26474,1362806,110044,self_employed,514,REJECTED
37,F,51339,1098406,221002,salaried,816,APPROVED
40,M,41948,1252668,845406,self_employed,694,REJECTED
62,M,88957,779501,400002,salaried,785,APPROVED
59,Other,90734,913206,500001,informal,545,APPROVED
34,F,30397,1450818,600002,self_employed,574,APPROVED
59,M,104421,125162,500002,salaried,653,APPROVED
41,M,53783,186916,273001,informal,652,REJECTED
62,M,128867,629618,400002,informal,841,APPROVED
52,M,73168,522581,226002,salaried,573,REJECTED
33,M,128929,1287981,221001,informal,603,REJECTED
28,F,138279,1341116,500001,salaried,643,APPROVED
49,M,100455,562179,221001,informal,838,REJECTED
58,F,47251,1230924,110002,informal,752,APPROVED
34,M,61306,579520,600001,self_employed,847,APPROVED
52,M,124309,897066,226001,informal,535,REJECTED
56,M,15801,439939,221001,informal,644,APPROVED
44,F,53604,1406857,845401,self_employed,788,REJECTED
24,F,110020,214579,110001,informal,671,APPROVED
52,F,129139,1078234,400001,salaried,831,APPROVED
43,M,126299,156380,273001,salaried,741,REJECTED
45,M,67894,509545,110001,informal,744,APPROVED
34,Other,42148,334643,226001,informal,731,APPROVED
56,M,18112,1458474,221002,salaried,563,APPROVED
39,M,149649,1338536,500002,informal,722,REJECTED
54,M,84345,611217,845401,informal,635,APPROVED
51,F,47917,854438,560002,salaried,806,APPROVED
38,F,66532,363565,400001,self_employed,811,APPROVED
60,F,129398,1478299,110001,salaried,626,APPROVED
59,F,101251,1275771,110044,self_employed,706,APPROVED
56,M,134711,1459010,560002,salaried,653,APPROVED
37,F,145264,415854,560001,self_employed,669,APPROVED
26,F,31639,1200138,500002,self_employed,724,APPROVED
49,F,13347,1146244,110001,salaried,695,APPROVED
23,M,55544,454254,600002,informal,602,REJECTED
34,F,60724,666935,600002,salaried,849,APPROVED
49,M,51104,620063,845401,informal,767,APPROVED
